아침밥/일품,아침국,아침반찬1,아침반찬2,아침김치,오전간식1,오전간식2,점심밥/일품,점심국,점심반찬1,점심반찬2,점심김치,오후간식1,오후간식2,저녁밥/일품,저녁국,저녁반찬1,저녁반찬2,저녁김치,총점
파프리카유부초밥,유부실파국,토마토달걀볶음,코울슬로,비트초절이,empty,S검은깨두유(100ml),율무밥,감자고추장찌개,애호박생선살찜,김치녹두전,열무 물김치,S파인애플,S우유(100ml),밤콩밥,어묵탕,주꾸미떡볶음,양배추쌈,깍두기,5
잡곡밥(30),실파맑은국,알감자조림,메추리알곤약조림,총각 김치,S건포도감자볼,S쌀음료,밤콩밥,두부감잣국,깻잎새콤무침,부추달걀볶음,나박 김치,S된장취나물죽,S우유미숫가루,소고기굴소스볶음밥,부추새우맑은국,파인콘샐러드,감자채볶음,단배추물김치,1
잡곡밥(30),두부감잣국,부추달걀볶음,깻잎새콤무침,총각 김치,S된장취나물죽,S우유미숫가루,소고기굴소스볶음밥,실파맑은국,알감자조림,파인콘샐러드,나박 김치,S건포도감자볼,S쌀음료,밤콩밥,부추새우맑은국,메추리알곤약조림,감자채볶음,단배추물김치,4
잡곡밥,두부감잣국,부추달걀볶음,깻잎새콤무침,총각 김치,S오렌지,S우유미숫가루,소고기굴소스볶음밥,실파맑은국,알감자조림,파인콘샐러드,나박 김치,S(우유제외)수박화채,empty,밤콩밥,부추새우맑은국,돈육연근찜,감자채볶음,단배추물김치,5
잡곡밥,두부감잣국,부추달걀볶음,깻잎새콤무침,총각 김치,empty,S우유미숫가루,소고기굴소스볶음밥,실파맑은국,알감자조림,파인콘샐러드,나박 김치,S애플파이,S우유(100ml),밤콩밥,감자옹심이국,닭다리케찹조림,감자채볶음,단배추물김치,5
브로콜리채소볶음밥,만두국,상추사과초무침,채소크로켓,깍두기,S연두부샐러드(오리엔탈드레싱),S쇠고기무죽,고구마밥(30),조랭이미역국,고구마순된장무침,느타리버섯나물,석박지,S수제바나나우유,S토마토주스,찹쌀밥(추가),느타리버섯국,건새우애호박볶음,크림떡볶이,비트초절이,1
고구마밥(30),조랭이미역국,느타리버섯나물,상추사과초무침,깍두기,S쇠고기무죽,S수제바나나우유,브로콜리채소볶음밥,느타리버섯국,채소크로켓,건새우애호박볶음,비트초절이,S연두부샐러드(오리엔탈드레싱),S토마토주스,찹쌀밥(추가),만두국,크림떡볶이,고구마순된장무침,석박지,3
고구마밥,조랭이미역국,오징어브로콜리숙회,고구마순된장무침,깍두기,S단호박샐러드,S수제바나나우유,브로콜리채소볶음밥,느타리버섯국,채소크로켓,오이토마토샐러드(발사믹드레싱),비트초절이,S귤(50g),S토마토주스,찹쌀밥,만두국,크림떡볶이,상추사과초무침,석박지,5
고구마밥,쇠고기미역국,가지달걀말이,오징어브로콜리숙회,깍두기,S바나나,empty,오므라이스,느타리버섯국,춘권튀김,토마토채소샐러드,나박 김치,S치즈,S토마토주스,찹쌀밥,실파미소장국,닭가슴살구이+소스,크림떡볶이,비트초절이,5
밤콩밥,미니유부우동,취나물들깨무침,마늘쫑무침,열무 물김치,S우유(100ml),S단호박식혜,쇠고기가지덮밥,새우살미역국,도라지무침,empty,나박 김치,S소고기우엉죽,S건포도감자볼,팥밥(30),된장찌개,토마토치즈샐러드,empty,백김치,1
팥밥(30),새우살미역국,취나물들깨무침,마늘쫑무침,열무 물김치,S소고기우엉죽,S단호박식혜,쇠고기가지덮밥,미니유부우동,empty,토마토치즈샐러드,나박 김치,S건포도감자볼,S우유(100ml),밤콩밥,된장찌개,empty,도라지무침,백김치,4
팥밥,새우살미역국,취나물무침,마늘쫑무침,열무 물김치,S멜론,S식혜,쇠고기가지덮밥,미니유부우동,단호박구이,토마토치즈샐러드,나박 김치,empty,S우유(100ml),밤콩밥,된장찌개,생선까스+타르타르소스,도라지무침,백김치,5
팥밥,새우살미역국,연어구이+타르타르소스,마늘쫑무침,열무 물김치,S멜론,empty,돼지고기채소볶음밥,미니유부우동,당면김말이튀김,토마토치즈샐러드,나박 김치,S개피떡(40g),S우유(100ml),밤콩밥,된장찌개,쇠고기가지불고기,도라지무침,백김치,5
흰콩밥,두부전골,고구마순된장무침,느타리버섯나물,열무 김치,S참외샐러드,S쇠고기옥수수죽,찹쌀밥(추가),만둣국,군만두,감자버터구이,총각 김치,S수제바나나우유,S쌀음료,율무밥(40),모듬버섯찌개,코울슬로,애호박건새우볶음,오이 피클,1
율무밥(40),만둣국,고구마순된장무침,코울슬로,열무 김치,S쇠고기옥수수죽,S수제바나나우유,찹쌀밥(추가),두부전골,군만두,감자버터구이,총각 김치,S참외샐러드,S쌀음료,흰콩밥,모듬버섯찌개,느타리버섯나물,애호박건새우볶음,오이 피클,2
율무밥,만둣국,새우살파래전,코울슬로,열무 김치,S삶은달걀,S수제바나나우유,찹쌀밥,두부전골,쇠고기버섯불고기,감자채요거트샐러드,총각 김치,S귤,S쌀음료,흰콩밥,모듬버섯찌개,돼지고기우엉잡채,애호박건새우볶음,나박 김치,5
율무밥,콩나물어묵탕,조랭이떡소불고기,코울슬로,열무 김치,S삶은달걀,S두유(100ml),찹쌀밥,두부전골,삼치무간장조림,부추나물,총각 김치,S바나나사과키위샐러드,empty,흰콩밥,모듬버섯찌개,훈제오리구이,숙주초무침,백김치,5
찹쌀밥,유부실파국,주꾸미채소간장볶음,가지양념찜,콜라비나박김치,S건포도감자볼,S고구마쉐이크,돈육양배추덮밥,어탕국수,콩자반,배무생채,비트초절이,S오렌지주스(무가당),empty,옥수수밥(30),만두닭개장,건새우애호박볶음,돈사태찜,깍두기,1
옥수수밥(30),만두닭개장,돈사태찜,건새우애호박볶음,콜라비나박김치,empty,S고구마쉐이크,돈육양배추덮밥,유부실파국,콩자반,배무생채,비트초절이,S건포도감자볼,S오렌지주스(무가당),찹쌀밥,어탕국수,주꾸미채소간장볶음,가지양념찜,깍두기,4
옥수수밥,만두닭개장,돈사태찜,건새우애호박볶음,콜라비나박김치,empty,S우유(150ml),돈육양배추덮밥,유부실파국,콩자반,배무생채,비트초절이,S바나나,S오렌지주스(무가당),찹쌀밥,어탕국수,주꾸미채소간장볶음,가지양념찜,깍두기,5
옥수수밥(40),떡만둣국(가공만두),쇠고기달걀장조림,달래김무침,깍두기,empty,S고구마쉐이크,오징어채소덮밥,유부실파국,옥수수채소튀김,배무생채,비트초절이,S치즈,S오렌지주스(무가당),찹쌀밥,조갯살부추맑은국,돈사태찜,가지양념찜,깍두기,5
찹쌀밥(추가),청국장국,얼갈이무침,오이무침,열무 물김치,S우유(200ml),S브로콜리죽,소고기굴소스볶음밥,김치두부국,달걀치즈말이,양배추샐러드(레몬드레싱),석박지,S단호박식혜,S감말랭이,밤콩밥(30),게살스프,연근감자전,마카로니채소샐러드(마요네즈),총각 김치,1
찹쌀밥(추가),김치두부국,달걀치즈말이,양배추샐러드(레몬드레싱),열무 물김치,S브로콜리죽,S우유(200ml),소고기굴소스볶음밥,게살스프,오이무침,마카로니채소샐러드(마요네즈),석박지,S감말랭이,S단호박식혜,밤콩밥(30),청국장국,연근감자전,얼갈이무침,총각 김치,4
찹쌀밥,김치두부국,달걀치즈말이,양배추샐러드(레몬드레싱),열무 물김치,empty,S우유(200ml),소고기굴소스볶음밥,게살스프,고구마맛탕,마카로니채소샐러드(마요네즈),석박지,S수박,S식혜,밤콩밥,청국장국,연근감자전,얼갈이무침,총각 김치,5
찹쌀밥,김치두부국,달걀치즈말이,양배추샐러드(레몬드레싱),열무 물김치,S사과,S우유(200ml),소고기굴소스볶음밥,게살스프,오징어링튀김,마카로니채소샐러드(마요네즈),콜라비나박김치,S감말랭이,S식혜,밤콩밥,청국장국,닭갈비구이,연근감자전,총각 김치,5
흑미밥(추가),팥죽,유산슬,모듬버섯전,오이소박이김치,S호두우유,S우엉주먹밥,찹쌀현미밥(30),유부김칫국,양배추무침,오이부추생채,오이 피클,S쌀음료,S푸실리샐러드,김치영양밥,새우맑은국,달래김무침,연근채소전,나박 김치,1
흑미밥(추가),팥죽,모듬버섯전,양배추무침,오이소박이김치,S우엉주먹밥,S호두우유,찹쌀현미밥(30),유부김칫국,유산슬,오이부추생채,오이 피클,S푸실리샐러드,S쌀음료,김치영양밥,새우맑은국,연근채소전,달래김무침,나박 김치,3
흑미밥,콩나물육개장,모듬버섯전,양배추무침,오이소박이김치,S모닝빵,S호두우유,찹쌀현미밥,두부곤약탕국,유산슬,오이부추생채,백김치,S치즈,S오렌지주스,김치영양밥,새우맑은국,연근채소전,달래김무침,나박 김치,5
흑미밥,홍합미역국,쇠고기장조림,양배추무침,오이소박이김치,S귤,S호두우유,찹쌀현미밥,"물만둣국(달걀제외,가공만두)",유산슬,오이부추생채,백김치,S청포도,empty,김치영양밥,새우맑은국,연근채소전,오이샐러드,나박 김치,5
찹쌀밥(30),배춧국,애호박볶음,크래미채소볶음,비트초절이,S치즈죽,S단호박샐러드(마요네즈),완두콩밥,버섯찌개,순살간장닭갈비,채소비빔소면,깍두기,S바나나쉐이크,S토마토주스,불고기야채비빔밥,쑥갓어묵탕,감자버터구이,empty,총각 김치,3
찹쌀밥(30),배춧국,애호박볶음,크래미채소볶음,비트초절이,S치즈죽,S바나나쉐이크,완두콩밥,버섯찌개,순살간장닭갈비,채소비빔소면,깍두기,S단호박샐러드(마요네즈),S토마토주스,불고기야채비빔밥,쑥갓어묵탕,감자버터구이,empty,총각 김치,3
찹쌀밥,배춧국,크래미채소볶음,애호박나물,비트초절이,S단호박샐러드(마요네즈),S토마토주스,완두콩밥,버섯찌개,순살간장닭갈비,채소비빔소면,깍두기,empty,S바나나쉐이크,불고기야채비빔밥,쑥갓어묵탕,오징어완자전,empty,총각 김치,5
찹쌀밥,감자된장찌개,콘달걀찜,크래미채소볶음,나박 김치,empty,S바나나쉐이크,완두콩밥,버섯찌개,순살간장닭갈비,채소비빔소면,깍두기,S단호박샐러드(마요네즈),S토마토주스,불고기야채비빔밥,쑥갓어묵탕,연근전,감자버터구이,총각 김치,5
흑미밥(40),채소스프,아욱나물무침,크래미채소볶음,총각 김치,S오렌지주스(무가당),S흰죽,달걀버섯볶음밥,달래된장국,장산적조림,닭살표고버섯볶음,동치미,S건포도감자볼,S수제블루베리우유,흰콩밥,실파달걀국,돈육구이,무말랭이,깍두기,1
달걀버섯볶음밥,채소스프,장산적조림,크래미채소볶음,총각 김치,S건포도감자볼,S오렌지주스(무가당),흑미밥(40),실파달걀국,닭살표고버섯볶음,아욱나물무침,동치미,S흰죽,S수제블루베리우유,흰콩밥,달래된장국,돈육구이,무말랭이,깍두기,4
달걀버섯볶음밥,채소스프,크래미채소볶음,양배추샐러드(레몬드레싱),총각 김치,S치즈,S오렌지주스(무가당),흑미밥,호박감자수제비국,닭살표고버섯볶음,아욱나물무침,동치미,empty,S수제블루베리우유,흰콩밥,달래된장국,돈육구이,오이무침,깍두기,5
달걀버섯볶음밥,채소스프,옥수수전,크래미채소볶음,총각 김치,S치즈,S오렌지주스(무가당),흑미밥,참치김치찌개,닭살표고버섯볶음,아욱나물무침,동치미,empty,S수제블루베리우유,흰콩밥,달래된장국,돈육구이,오이무침,깍두기,5
쇠고기가지덮밥,미니유부우동,도라지무침,검정콩호두조림,나박 김치,S연두부샐러드(오리엔탈드레싱),S고구마쉐이크,율무밥,감자미역국,냉이무침,팽이버섯나물,비트초절이,S쌀음료,empty,팥밥(30),애호박맑은국,느타리버섯나물,고구마순된장무침,오이소박이김치,1
팥밥(30),감자미역국,도라지무침,검정콩호두조림,나박 김치,S연두부샐러드(오리엔탈드레싱),S쌀음료,쇠고기가지덮밥,미니유부우동,냉이무침,팽이버섯나물,비트초절이,empty,S고구마쉐이크,율무밥,애호박맑은국,느타리버섯나물,고구마순된장무침,오이소박이김치,3
팥밥,감자미역국,연두부+양념장,검정콩호두조림,나박 김치,S오렌지,S쌀음료,쇠고기가지덮밥,미니유부우동,단호박구이,양배추샐러드(레몬드레싱),비트초절이,empty,S고구마쉐이크,율무밥,애호박맑은국,(저염·저당)돼지갈비찜,느타리버섯나물,오이소박이김치,5
팥밥,닭살시금치국,돼지고기파프리카볶음,검정콩호두조림,나박 김치,S연두부샐러드(오리엔탈드레싱),S쌀음료,닭갈비덮밥,미니유부우동,단호박구이,양배추샐러드(레몬드레싱),비트초절이,empty,S고구마쉐이크,율무밥,차돌얼갈이국,오징어불고기,느타리버섯나물,오이소박이김치,5
찹쌀밥,참외미역냉국,치즈감자조림,얼갈이무침,총각 김치,S복숭아호두스무디,S감자샐러드,옥수수밥(30),온청포묵국,양념가지찜,애호박볶음,열무 물김치,S식혜,S짜장떡볶이,크림소스스파게티,empty,무말랭이,empty,단배추물김치,1
옥수수밥(30),참외미역냉국,양념가지찜,얼갈이무침,총각 김치,S감자샐러드,S복숭아호두스무디,크림소스스파게티,empty,치즈감자조림,애호박볶음,열무 물김치,S짜장떡볶이,S식혜,찹쌀밥,온청포묵국,empty,무말랭이,단배추물김치,3
옥수수밥,참외미역냉국,쇠고기장조림,얼갈이무침,총각 김치,empty,S복숭아호두스무디,크림소스스파게티,empty,치즈감자조림,감자채요거트샐러드,비트초절이,S오이스틱,S식혜,찹쌀밥,온청포묵국,짜장떡볶이,무말랭이,단배추물김치,5
옥수수밥,참외미역냉국,쇠고기양파볶음,얼갈이무침,총각 김치,empty,S복숭아호두스무디,크림소스스파게티,empty,치킨너겟+토마토케첩,파인콘샐러드,비트초절이,S포도,empty,찹쌀밥,온청포묵국,임연수살구이,짜장떡볶이,단배추물김치,5
찹쌀밥(추가),맑은닭개장,닭가슴살데리야끼조림,건새우애호박볶음,깍두기,S수제바나나우유,S연두부샐러드(오리엔탈드레싱),팥밥(30),건새우아욱토장국,애호박생선살찜,브로콜리조갯살전,비트초절이,S쌀음료,S팥죽,쇠고기가지덮밥,느타리버섯국,우엉채곤약조림,팽이버섯볶음,나박 김치,1
팥밥(30),건새우아욱토장국,우엉채곤약조림,건새우애호박볶음,깍두기,S팥죽,S수제바나나우유,찹쌀밥(추가),맑은닭개장,애호박생선살찜,팽이버섯볶음,비트초절이,S연두부샐러드(오리엔탈드레싱),S쌀음료,쇠고기가지덮밥,느타리버섯국,닭가슴살데리야끼조림,브로콜리조갯살전,나박 김치,4
팥밥,건새우아욱토장국,우엉채곤약조림,건새우애호박볶음,깍두기,S팥죽,S수제바나나우유,찹쌀밥,맑은닭개장,애호박생선살찜,팽이버섯볶음,비트초절이,S연두부샐러드(오리엔탈드레싱),S쌀음료,쇠고기가지덮밥,느타리버섯국,닭가슴살데리야끼조림,브로콜리조갯살전,나박 김치,5
